68 32 6138
.0
.1
.2
.3
.4
.5
.6
.7
.8
.9
.10
.11
.12
+0
+1
+2
+3
+4
+5
+6
+7
+8
+9
+10
+11
+12
+13
+14
+15
+16
+17
+18
l1
l2
l3
l4
l5
l6
l7
l8
l9
l10
l11
l12
l13
l14
l15
l16
l17
l18
e0
e1
e2
e3
e4
e5
e6
e7
e8
e9
e10
e11
e12
e13
e14
e15
e16
e17
32 50 0:0 2:1 13:0 14:2
33 64 9:2 10:0 15:9 13:10
33 65 10:0 11:2 13:10 15:11
33 65 10:2 11:0 15:10 13:11
33 66 10:0 12:2 13:10 15:12
33 66 10:2 12:0 15:10 13:12
33 67 11:0 12:2 13:11 15:12
33 67 11:2 12:0 15:11 13:12
33 50 0:1 2:3 14:0 16:2
33 50 0:3 2:1 16:0 14:2
33 51 1:1 2:3 14:1 16:2
33 51 1:3 2:1 16:1 14:2
33 52 1:1 3:3 14:1 16:3
33 52 1:3 3:1 16:1 14:3
33 53 1:1 4:3 14:1 16:4
33 53 1:3 4:1 16:1 14:4
33 54 1:1 5:3 14:1 16:5
33 54 1:3 5:1 16:1 14:5
33 55 2:1 5:3 14:2 16:5
33 55 2:3 5:1 16:2 14:5
33 56 2:1 6:3 14:2 16:6
33 56 2:3 6:1 16:2 14:6
33 57 3:1 4:3 14:3 16:4
33 57 3:3 4:1 16:3 14:4
33 58 3:1 7:3 14:3 16:7
33 58 3:3 7:1 16:3 14:7
33 59 3:1 8:3 14:3 16:8
33 59 3:3 8:1 16:3 14:8
33 60 4:1 8:3 14:4 16:8
33 60 4:3 8:1 16:4 14:8
33 61 5:1 6:3 14:5 16:6
33 61 5:3 6:1 16:5 14:6
33 62 7:1 8:3 14:7 16:8
33 62 7:3 8:1 16:7 14:8
33 63 7:1 9:3 14:7 16:9
33 63 7:3 9:1 16:7 14:9
33 64 9:1 10:3 14:9 16:10
33 64 9:3 10:1 16:9 14:10
33 65 10:1 11:3 14:10 16:11
33 65 10:3 11:1 16:10 14:11
33 66 10:1 12:3 14:10 16:12
33 66 10:3 12:1 16:10 14:12
33 67 11:1 12:3 14:11 16:12
33 67 11:3 12:1 16:11 14:12
33 50 0:2 2:4 15:0 17:2
33 50 0:4 2:2 17:0 15:2
33 51 1:2 2:4 15:1 17:2
33 51 1:4 2:2 17:1 15:2
33 52 1:2 3:4 15:1 17:3
33 52 1:4 3:2 17:1 15:3
33 53 1:2 4:4 15:1 17:4
33 53 1:4 4:2 17:1 15:4
33 54 1:2 5:4 15:1 17:5
33 54 1:4 5:2 17:1 15:5
33 55 2:2 5:4 15:2 17:5
33 55 2:4 5:2 17:2 15:5
33 56 2:2 6:4 15:2 17:6
33 56 2:4 6:2 17:2 15:6
33 57 3:2 4:4 15:3 17:4
33 57 3:4 4:2 17:3 15:4
33 58 3:2 7:4 15:3 17:7
33 58 3:4 7:2 17:3 15:7
33 59 3:2 8:4 15:3 17:8
33 59 3:4 8:2 17:3 15:8
33 60 4:2 8:4 15:4 17:8
33 60 4:4 8:2 17:4 15:8
33 61 5:2 6:4 15:5 17:6
33 61 5:4 6:2 17:5 15:6
33 62 7:2 8:4 15:7 17:8
33 62 7:4 8:2 17:7 15:8
33 63 7:2 9:4 15:7 17:9
33 63 7:4 9:2 17:7 15:9
33 64 9:2 10:4 15:9 17:10
33 64 9:4 10:2 17:9 15:10
33 65 10:2 11:4 15:10 17:11
33 65 10:4 11:2 17:10 15:11
33 66 10:2 12:4 15:10 17:12
33 66 10:4 12:2 17:10 15:12
33 67 11:2 12:4 15:11 17:12
33 67 11:4 12:2 17:11 15:12
33 50 0:3 2:5 16:0 18:2
33 50 0:5 2:3 18:0 16:2
33 51 1:3 2:5 16:1 18:2
33 51 1:5 2:3 18:1 16:2
33 52 1:3 3:5 16:1 18:3
33 52 1:5 3:3 18:1 16:3
33 53 1:3 4:5 16:1 18:4
33 53 1:5 4:3 18:1 16:4
33 54 1:3 5:5 16:1 18:5
33 54 1:5 5:3 18:1 16:5
33 55 2:3 5:5 16:2 18:5
33 55 2:5 5:3 18:2 16:5
33 56 2:3 6:5 16:2 18:6
33 56 2:5 6:3 18:2 16:6
33 57 3:3 4:5 16:3 18:4
33 57 3:5 4:3 18:3 16:4
33 58 3:3 7:5 16:3 18:7
33 58 3:5 7:3 18:3 16:7
33 59 3:3 8:5 16:3 18:8
33 59 3:5 8:3 18:3 16:8
33 60 4:3 8:5 16:4 18:8
33 60 4:5 8:3 18:4 16:8
33 61 5:3 6:5 16:5 18:6
33 61 5:5 6:3 18:5 16:6
33 62 7:3 8:5 16:7 18:8
33 62 7:5 8:3 18:7 16:8
33 63 7:3 9:5 16:7 18:9
33 63 7:5 9:3 18:7 16:9
33 64 9:3 10:5 16:9 18:10
33 64 9:5 10:3 18:9 16:10
33 65 10:3 11:5 16:10 18:11
33 65 10:5 11:3 18:10 16:11
33 66 10:3 12:5 16:10 18:12
33 66 10:5 12:3 18:10 16:12
33 67 11:3 12:5 16:11 18:12
33 67 11:5 12:3 18:11 16:12
33 50 0:4 2:6 17:0 19:2
33 50 0:6 2:4 19:0 17:2
33 51 1:4 2:6 17:1 19:2
33 51 1:6 2:4 19:1 17:2
33 52 1:4 3:6 17:1 19:3
33 52 1:6 3:4 19:1 17:3
33 53 1:4 4:6 17:1 19:4
33 53 1:6 4:4 19:1 17:4
33 54 1:4 5:6 17:1 19:5
33 54 1:6 5:4 19:1 17:5
33 55 2:4 5:6 17:2 19:5
33 55 2:6 5:4 19:2 17:5
33 56 2:4 6:6 17:2 19:6
33 56 2:6 6:4 19:2 17:6
33 57 3:4 4:6 17:3 19:4
33 57 3:6 4:4 19:3 17:4
33 58 3:4 7:6 17:3 19:7
33 58 3:6 7:4 19:3 17:7
33 59 3:4 8:6 17:3 19:8
33 59 3:6 8:4 19:3 17:8
33 60 4:4 8:6 17:4 19:8
33 60 4:6 8:4 19:4 17:8
33 61 5:4 6:6 17:5 19:6
33 61 5:6 6:4 19:5 17:6
33 62 7:4 8:6 17:7 19:8
33 62 7:6 8:4 19:7 17:8
33 63 7:4 9:6 17:7 19:9
33 63 7:6 9:4 19:7 17:9
33 64 9:4 10:6 17:9 19:10
33 64 9:6 10:4 19:9 17:10
33 65 10:4 11:6 17:10 19:11
33 65 10:6 11:4 19:10 17:11
33 66 10:4 12:6 17:10 19:12
33 66 10:6 12:4 19:10 17:12
33 67 11:4 12:6 17:11 19:12
33 67 11:6 12:4 19:11 17:12
33 50 0:5 2:7 18:0 20:2
33 50 0:7 2:5 20:0 18:2
33 51 1:5 2:7 18:1 20:2
33 51 1:7 2:5 20:1 18:2
33 52 1:5 3:7 18:1 20:3
33 52 1:7 3:5 20:1 18:3
33 53 1:5 4:7 18:1 20:4
33 53 1:7 4:5 20:1 18:4
33 54 1:5 5:7 18:1 20:5
33 54 1:7 5:5 20:1 18:5
33 55 2:5 5:7 18:2 20:5
33 55 2:7 5:5 20:2 18:5
33 56 2:5 6:7 18:2 20:6
33 56 2:7 6:5 20:2 18:6
33 57 3:5 4:7 18:3 20:4
33 57 3:7 4:5 20:3 18:4
33 58 3:5 7:7 18:3 20:7
33 58 3:7 7:5 20:3 18:7
33 59 3:5 8:7 18:3 20:8
33 59 3:7 8:5 20:3 18:8
33 60 4:5 8:7 18:4 20:8
33 60 4:7 8:5 20:4 18:8
33 61 5:5 6:7 18:5 20:6
33 61 5:7 6:5 20:5 18:6
33 62 7:5 8:7 18:7 20:8
33 62 7:7 8:5 20:7 18:8
33 63 7:5 9:7 18:7 20:9
33 63 7:7 9:5 20:7 18:9
33 64 9:5 10:7 18:9 20:10
33 64 9:7 10:5 20:9 18:10
33 65 10:5 11:7 18:10 20:11
33 65 10:7 11:5 20:10 18:11
33 66 10:5 12:7 18:10 20:12
33 66 10:7 12:5 20:10 18:12
33 67 11:5 12:7 18:11 20:12
33 67 11:7 12:5 20:11 18:12
33 50 0:6 2:8 19:0 21:2
33 50 0:8 2:6 21:0 19:2
33 51 1:6 2:8 19:1 21:2
33 51 1:8 2:6 21:1 19:2
33 52 1:6 3:8 19:1 21:3
33 52 1:8 3:6 21:1 19:3
33 53 1:6 4:8 19:1 21:4
33 53 1:8 4:6 21:1 19:4
33 54 1:6 5:8 19:1 21:5
33 54 1:8 5:6 21:1 19:5
33 55 2:6 5:8 19:2 21:5
33 55 2:8 5:6 21:2 19:5
33 56 2:6 6:8 19:2 21:6
33 56 2:8 6:6 21:2 19:6
33 57 3:6 4:8 19:3 21:4
33 57 3:8 4:6 21:3 19:4
33 58 3:6 7:8 19:3 21:7
33 58 3:8 7:6 21:3 19:7
33 59 3:6 8:8 19:3 21:8
33 59 3:8 8:6 21:3 19:8
33 60 4:6 8:8 19:4 21:8
33 60 4:8 8:6 21:4 19:8
33 61 5:6 6:8 19:5 21:6
33 61 5:8 6:6 21:5 19:6
33 62 7:6 8:8 19:7 21:8
33 62 7:8 8:6 21:7 19:8
33 63 7:6 9:8 19:7 21:9
33 63 7:8 9:6 21:7 19:9
33 64 9:6 10:8 19:9 21:10
33 64 9:8 10:6 21:9 19:10
33 65 10:6 11:8 19:10 21:11
33 65 10:8 11:6 21:10 19:11
33 66 10:6 12:8 19:10 21:12
33 66 10:8 12:6 21:10 19:12
33 67 11:6 12:8 19:11 21:12
33 67 11:8 12:6 21:11 19:12
33 50 0:7 2:9 20:0 22:2
33 50 0:9 2:7 22:0 20:2
33 51 1:7 2:9 20:1 22:2
33 51 1:9 2:7 22:1 20:2
33 52 1:7 3:9 20:1 22:3
33 52 1:9 3:7 22:1 20:3
33 53 1:7 4:9 20:1 22:4
33 53 1:9 4:7 22:1 20:4
33 54 1:7 5:9 20:1 22:5
33 54 1:9 5:7 22:1 20:5
33 55 2:7 5:9 20:2 22:5
33 55 2:9 5:7 22:2 20:5
33 56 2:7 6:9 20:2 22:6
33 56 2:9 6:7 22:2 20:6
33 57 3:7 4:9 20:3 22:4
33 57 3:9 4:7 22:3 20:4
33 58 3:7 7:9 20:3 22:7
33 58 3:9 7:7 22:3 20:7
33 59 3:7 8:9 20:3 22:8
33 59 3:9 8:7 22:3 20:8
33 60 4:7 8:9 20:4 22:8
33 60 4:9 8:7 22:4 20:8
33 61 5:7 6:9 20:5 22:6
33 61 5:9 6:7 22:5 20:6
33 62 7:7 8:9 20:7 22:8
33 62 7:9 8:7 22:7 20:8
33 63 7:7 9:9 20:7 22:9
33 63 7:9 9:7 22:7 20:9
33 64 9:7 10:9 20:9 22:10
33 64 9:9 10:7 22:9 20:10
33 65 10:7 11:9 20:10 22:11
33 65 10:9 11:7 22:10 20:11
33 66 10:7 12:9 20:10 22:12
33 66 10:9 12:7 22:10 20:12
33 67 11:7 12:9 20:11 22:12
33 67 11:9 12:7 22:11 20:12
33 50 0:8 2:10 21:0 23:2
33 50 0:10 2:8 23:0 21:2
33 51 1:8 2:10 21:1 23:2
33 51 1:10 2:8 23:1 21:2
33 52 1:8 3:10 21:1 23:3
33 52 1:10 3:8 23:1 21:3
33 53 1:8 4:10 21:1 23:4
33 53 1:10 4:8 23:1 21:4
33 54 1:8 5:10 21:1 23:5
33 54 1:10 5:8 23:1 21:5
33 55 2:8 5:10 21:2 23:5
33 55 2:10 5:8 23:2 21:5
33 56 2:8 6:10 21:2 23:6
33 56 2:10 6:8 23:2 21:6
33 57 3:8 4:10 21:3 23:4
33 57 3:10 4:8 23:3 21:4
33 58 3:8 7:10 21:3 23:7
33 58 3:10 7:8 23:3 21:7
33 59 3:8 8:10 21:3 23:8
33 59 3:10 8:8 23:3 21:8
33 60 4:8 8:10 21:4 23:8
33 60 4:10 8:8 23:4 21:8
33 61 5:8 6:10 21:5 23:6
33 61 5:10 6:8 23:5 21:6
33 62 7:8 8:10 21:7 23:8
33 62 7:10 8:8 23:7 21:8
33 63 7:8 9:10 21:7 23:9
33 63 7:10 9:8 23:7 21:9
33 64 9:8 10:10 21:9 23:10
33 64 9:10 10:8 23:9 21:10
33 65 10:8 11:10 21:10 23:11
33 65 10:10 11:8 23:10 21:11
33 66 10:8 12:10 21:10 23:12
33 66 10:10 12:8 23:10 21:12
33 67 11:8 12:10 21:11 23:12
33 67 11:10 12:8 23:11 21:12
33 50 0:9 2:11 22:0 24:2
33 50 0:11 2:9 24:0 22:2
33 51 1:9 2:11 22:1 24:2
33 51 1:11 2:9 24:1 22:2
33 52 1:9 3:11 22:1 24:3
33 52 1:11 3:9 24:1 22:3
33 53 1:9 4:11 22:1 24:4
33 53 1:11 4:9 24:1 22:4
33 54 1:9 5:11 22:1 24:5
33 54 1:11 5:9 24:1 22:5
33 55 2:9 5:11 22:2 24:5
33 55 2:11 5:9 24:2 22:5
33 56 2:9 6:11 22:2 24:6
33 56 2:11 6:9 24:2 22:6
33 57 3:9 4:11 22:3 24:4
33 57 3:11 4:9 24:3 22:4
33 58 3:9 7:11 22:3 24:7
33 58 3:11 7:9 24:3 22:7
33 59 3:9 8:11 22:3 24:8
33 59 3:11 8:9 24:3 22:8
33 60 4:9 8:11 22:4 24:8
33 60 4:11 8:9 24:4 22:8
33 61 5:9 6:11 22:5 24:6
33 61 5:11 6:9 24:5 22:6
33 62 7:9 8:11 22:7 24:8
33 62 7:11 8:9 24:7 22:8
33 63 7:9 9:11 22:7 24:9
33 63 7:11 9:9 24:7 22:9
33 64 9:9 10:11 22:9 24:10
33 64 9:11 10:9 24:9 22:10
33 65 10:9 11:11 22:10 24:11
33 65 10:11 11:9 24:10 22:11
33 66 10:9 12:11 22:10 24:12
33 66 10:11 12:9 24:10 22:12
33 67 11:9 12:11 22:11 24:12
33 67 11:11 12:9 24:11 22:12
33 50 0:10 2:12 23:0 25:2
33 50 0:12 2:10 25:0 23:2
33 51 1:10 2:12 23:1 25:2
33 51 1:12 2:10 25:1 23:2
33 52 1:10 3:12 23:1 25:3
33 52 1:12 3:10 25:1 23:3
33 53 1:10 4:12 23:1 25:4
33 53 1:12 4:10 25:1 23:4
33 54 1:10 5:12 23:1 25:5
33 54 1:12 5:10 25:1 23:5
33 55 2:10 5:12 23:2 25:5
33 55 2:12 5:10 25:2 23:5
33 56 2:10 6:12 23:2 25:6
33 56 2:12 6:10 25:2 23:6
33 57 3:10 4:12 23:3 25:4
33 57 3:12 4:10 25:3 23:4
33 58 3:10 7:12 23:3 25:7
33 58 3:12 7:10 25:3 23:7
33 59 3:10 8:12 23:3 25:8
33 59 3:12 8:10 25:3 23:8
33 60 4:10 8:12 23:4 25:8
33 60 4:12 8:10 25:4 23:8
33 61 5:10 6:12 23:5 25:6
33 61 5:12 6:10 25:5 23:6
33 62 7:10 8:12 23:7 25:8
33 62 7:12 8:10 25:7 23:8
33 63 7:10 9:12 23:7 25:9
33 63 7:12 9:10 25:7 23:9
33 64 9:10 10:12 23:9 25:10
33 64 9:12 10:10 25:9 23:10
33 65 10:10 11:12 23:10 25:11
33 65 10:12 11:10 25:10 23:11
33 66 10:10 12:12 23:10 25:12
33 66 10:12 12:10 25:10 23:12
33 67 11:10 12:12 23:11 25:12
33 67 11:12 12:10 25:11 23:12
33 50 0:11 2:13 24:0 26:2
33 50 0:13 2:11 26:0 24:2
33 51 1:11 2:13 24:1 26:2
33 51 1:13 2:11 26:1 24:2
33 52 1:11 3:13 24:1 26:3
33 52 1:13 3:11 26:1 24:3
33 53 1:11 4:13 24:1 26:4
33 53 1:13 4:11 26:1 24:4
33 54 1:11 5:13 24:1 26:5
33 54 1:13 5:11 26:1 24:5
33 55 2:11 5:13 24:2 26:5
33 55 2:13 5:11 26:2 24:5
33 56 2:11 6:13 24:2 26:6
33 56 2:13 6:11 26:2 24:6
33 57 3:11 4:13 24:3 26:4
33 57 3:13 4:11 26:3 24:4
33 58 3:11 7:13 24:3 26:7
33 58 3:13 7:11 26:3 24:7
33 59 3:11 8:13 24:3 26:8
33 59 3:13 8:11 26:3 24:8
33 60 4:11 8:13 24:4 26:8
33 60 4:13 8:11 26:4 24:8
33 61 5:11 6:13 24:5 26:6
33 61 5:13 6:11 26:5 24:6
33 62 7:11 8:13 24:7 26:8
33 62 7:13 8:11 26:7 24:8
33 63 7:11 9:13 24:7 26:9
33 63 7:13 9:11 26:7 24:9
33 64 9:11 10:13 24:9 26:10
33 64 9:13 10:11 26:9 24:10
33 65 10:11 11:13 24:10 26:11
33 65 10:13 11:11 26:10 24:11
33 66 10:11 12:13 24:10 26:12
33 66 10:13 12:11 26:10 24:12
33 67 11:11 12:13 24:11 26:12
33 67 11:13 12:11 26:11 24:12
33 50 0:12 2:14 25:0 27:2
33 50 0:14 2:12 27:0 25:2
33 51 1:12 2:14 25:1 27:2
33 51 1:14 2:12 27:1 25:2
33 52 1:12 3:14 25:1 27:3
33 52 1:14 3:12 27:1 25:3
33 53 1:12 4:14 25:1 27:4
33 53 1:14 4:12 27:1 25:4
33 54 1:12 5:14 25:1 27:5
33 54 1:14 5:12 27:1 25:5
33 55 2:12 5:14 25:2 27:5
33 55 2:14 5:12 27:2 25:5
33 56 2:12 6:14 25:2 27:6
33 56 2:14 6:12 27:2 25:6
33 57 3:12 4:14 25:3 27:4
33 57 3:14 4:12 27:3 25:4
33 58 3:12 7:14 25:3 27:7
33 58 3:14 7:12 27:3 25:7
33 59 3:12 8:14 25:3 27:8
33 59 3:14 8:12 27:3 25:8
33 60 4:12 8:14 25:4 27:8
33 60 4:14 8:12 27:4 25:8
33 61 5:12 6:14 25:5 27:6
33 61 5:14 6:12 27:5 25:6
33 62 7:12 8:14 25:7 27:8
33 62 7:14 8:12 27:7 25:8
33 63 7:12 9:14 25:7 27:9
33 63 7:14 9:12 27:7 25:9
33 64 9:12 10:14 25:9 27:10
33 64 9:14 10:12 27:9 25:10
33 65 10:12 11:14 25:10 27:11
33 65 10:14 11:12 27:10 25:11
33 66 10:12 12:14 25:10 27:12
33 66 10:14 12:12 27:10 25:12
33 67 11:12 12:14 25:11 27:12
33 67 11:14 12:12 27:11 25:12
33 50 0:13 2:15 26:0 28:2
33 50 0:15 2:13 28:0 26:2
33 51 1:13 2:15 26:1 28:2
33 51 1:15 2:13 28:1 26:2
33 52 1:13 3:15 26:1 28:3
33 52 1:15 3:13 28:1 26:3
33 53 1:13 4:15 26:1 28:4
33 53 1:15 4:13 28:1 26:4
33 54 1:13 5:15 26:1 28:5
33 54 1:15 5:13 28:1 26:5
33 55 2:13 5:15 26:2 28:5
33 55 2:15 5:13 28:2 26:5
33 56 2:13 6:15 26:2 28:6
33 56 2:15 6:13 28:2 26:6
33 57 3:13 4:15 26:3 28:4
33 57 3:15 4:13 28:3 26:4
33 58 3:13 7:15 26:3 28:7
33 58 3:15 7:13 28:3 26:7
33 59 3:13 8:15 26:3 28:8
33 59 3:15 8:13 28:3 26:8
33 60 4:13 8:15 26:4 28:8
33 60 4:15 8:13 28:4 26:8
33 61 5:13 6:15 26:5 28:6
33 61 5:15 6:13 28:5 26:6
33 62 7:13 8:15 26:7 28:8
33 62 7:15 8:13 28:7 26:8
33 63 7:13 9:15 26:7 28:9
33 63 7:15 9:13 28:7 26:9
33 64 9:13 10:15 26:9 28:10
33 64 9:15 10:13 28:9 26:10
33 65 10:13 11:15 26:10 28:11
33 65 10:15 11:13 28:10 26:11
33 66 10:13 12:15 26:10 28:12
33 66 10:15 12:13 28:10 26:12
33 67 11:13 12:15 26:11 28:12
33 67 11:15 12:13 28:11 26:12
33 50 0:14 2:16 27:0 29:2
33 50 0:16 2:14 29:0 27:2
33 51 1:14 2:16 27:1 29:2
33 51 1:16 2:14 29:1 27:2
33 52 1:14 3:16 27:1 29:3
33 52 1:16 3:14 29:1 27:3
33 53 1:14 4:16 27:1 29:4
33 53 1:16 4:14 29:1 27:4
33 54 1:14 5:16 27:1 29:5
33 54 1:16 5:14 29:1 27:5
33 55 2:14 5:16 27:2 29:5
33 55 2:16 5:14 29:2 27:5
33 56 2:14 6:16 27:2 29:6
33 56 2:16 6:14 29:2 27:6
33 57 3:14 4:16 27:3 29:4
33 57 3:16 4:14 29:3 27:4
33 58 3:14 7:16 27:3 29:7
33 58 3:16 7:14 29:3 27:7
33 59 3:14 8:16 27:3 29:8
33 59 3:16 8:14 29:3 27:8
33 60 4:14 8:16 27:4 29:8
33 60 4:16 8:14 29:4 27:8
33 61 5:14 6:16 27:5 29:6
33 61 5:16 6:14 29:5 27:6
33 62 7:14 8:16 27:7 29:8
33 62 7:16 8:14 29:7 27:8
33 63 7:14 9:16 27:7 29:9
33 63 7:16 9:14 29:7 27:9
33 64 9:14 10:16 27:9 29:10
33 64 9:16 10:14 29:9 27:10
33 65 10:14 11:16 27:10 29:11
33 65 10:16 11:14 29:10 27:11
33 66 10:14 12:16 27:10 29:12
33 66 10:16 12:14 29:10 27:12
33 67 11:14 12:16 27:11 29:12
33 67 11:16 12:14 29:11 27:12
33 50 0:15 2:17 28:0 30:2
33 50 0:17 2:15 30:0 28:2
33 51 1:15 2:17 28:1 30:2
33 51 1:17 2:15 30:1 28:2
33 52 1:15 3:17 28:1 30:3
33 52 1:17 3:15 30:1 28:3
33 53 1:15 4:17 28:1 30:4
33 53 1:17 4:15 30:1 28:4
33 54 1:15 5:17 28:1 30:5
33 54 1:17 5:15 30:1 28:5
33 55 2:15 5:17 28:2 30:5
33 55 2:17 5:15 30:2 28:5
33 56 2:15 6:17 28:2 30:6
33 56 2:17 6:15 30:2 28:6
33 57 3:15 4:17 28:3 30:4
33 57 3:17 4:15 30:3 28:4
33 58 3:15 7:17 28:3 30:7
33 58 3:17 7:15 30:3 28:7
33 59 3:15 8:17 28:3 30:8
33 59 3:17 8:15 30:3 28:8
33 60 4:15 8:17 28:4 30:8
33 60 4:17 8:15 30:4 28:8
33 61 5:15 6:17 28:5 30:6
33 61 5:17 6:15 30:5 28:6
33 62 7:15 8:17 28:7 30:8
33 62 7:17 8:15 30:7 28:8
33 63 7:15 9:17 28:7 30:9
33 63 7:17 9:15 30:7 28:9
33 64 9:15 10:17 28:9 30:10
33 64 9:17 10:15 30:9 28:10
33 65 10:15 11:17 28:10 30:11
33 65 10:17 11:15 30:10 28:11
33 66 10:15 12:17 28:10 30:12
33 66 10:17 12:15 30:10 28:12
33 67 11:15 12:17 28:11 30:12
33 67 11:17 12:15 30:11 28:12
33 50 0:16 2:18 29:0 31:2
33 50 0:18 2:16 31:0 29:2
33 51 1:16 2:18 29:1 31:2
33 51 1:18 2:16 31:1 29:2
33 52 1:16 3:18 29:1 31:3
33 52 1:18 3:16 31:1 29:3
33 53 1:16 4:18 29:1 31:4
33 53 1:18 4:16 31:1 29:4
33 54 1:16 5:18 29:1 31:5
33 54 1:18 5:16 31:1 29:5
33 55 2:16 5:18 29:2 31:5
33 55 2:18 5:16 31:2 29:5
33 56 2:16 6:18 29:2 31:6
33 56 2:18 6:16 31:2 29:6
33 57 3:16 4:18 29:3 31:4
33 57 3:18 4:16 31:3 29:4
33 58 3:16 7:18 29:3 31:7
33 58 3:18 7:16 31:3 29:7
33 59 3:16 8:18 29:3 31:8
33 59 3:18 8:16 31:3 29:8
33 60 4:16 8:18 29:4 31:8
33 60 4:18 8:16 31:4 29:8
33 61 5:16 6:18 29:5 31:6
33 61 5:18 6:16 31:5 29:6
33 62 7:16 8:18 29:7 31:8
33 62 7:18 8:16 31:7 29:8
33 63 7:16 9:18 29:7 31:9
33 63 7:18 9:16 31:7 29:9
33 64 9:16 10:18 29:9 31:10
33 64 9:18 10:16 31:9 29:10
33 65 10:16 11:18 29:10 31:11
33 65 10:18 11:16 31:10 29:11
33 66 10:16 12:18 29:10 31:12
33 66 10:18 12:16 31:10 29:12
33 67 11:16 12:18 29:11 31:12
33 67 11:18 12:16 31:11 29:12
34 50 0:0 2:3 13:0 16:2
34 50 0:3 2:0 16:0 13:2
34 51 1:0 2:3 13:1 16:2
34 51 1:3 2:0 16:1 13:2
34 52 1:0 3:3 13:1 16:3
34 52 1:3 3:0 16:1 13:3
34 53 1:0 4:3 13:1 16:4
34 53 1:3 4:0 16:1 13:4
34 54 1:0 5:3 13:1 16:5
34 54 1:3 5:0 16:1 13:5
34 55 2:0 5:3 13:2 16:5
34 55 2:3 5:0 16:2 13:5
34 56 2:0 6:3 13:2 16:6
34 56 2:3 6:0 16:2 13:6
34 57 3:0 4:3 13:3 16:4
34 57 3:3 4:0 16:3 13:4
34 58 3:0 7:3 13:3 16:7
34 58 3:3 7:0 16:3 13:7
34 59 3:0 8:3 13:3 16:8
34 59 3:3 8:0 16:3 13:8
34 60 4:0 8:3 13:4 16:8
34 60 4:3 8:0 16:4 13:8
34 61 5:0 6:3 13:5 16:6
34 61 5:3 6:0 16:5 13:6
34 62 7:0 8:3 13:7 16:8
34 62 7:3 8:0 16:7 13:8
34 63 7:0 9:3 13:7 16:9
34 63 7:3 9:0 16:7 13:9
34 64 9:0 10:3 13:9 16:10
34 64 9:3 10:0 16:9 13:10
34 65 10:0 11:3 13:10 16:11
34 65 10:3 11:0 16:10 13:11
34 66 10:0 12:3 13:10 16:12
34 66 10:3 12:0 16:10 13:12
34 67 11:0 12:3 13:11 16:12
34 67 11:3 12:0 16:11 13:12
34 50 0:1 2:4 14:0 17:2
34 50 0:4 2:1 17:0 14:2
34 51 1:1 2:4 14:1 17:2
34 51 1:4 2:1 17:1 14:2
34 52 1:1 3:4 14:1 17:3
34 52 1:4 3:1 17:1 14:3
34 53 1:1 4:4 14:1 17:4
34 53 1:4 4:1 17:1 14:4
34 54 1:1 5:4 14:1 17:5
34 54 1:4 5:1 17:1 14:5
34 55 2:1 5:4 14:2 17:5
34 55 2:4 5:1 17:2 14:5
34 56 2:1 6:4 14:2 17:6
34 56 2:4 6:1 17:2 14:6
34 57 3:1 4:4 14:3 17:4
34 57 3:4 4:1 17:3 14:4
34 58 3:1 7:4 14:3 17:7
34 58 3:4 7:1 17:3 14:7
34 59 3:1 8:4 14:3 17:8
34 59 3:4 8:1 17:3 14:8
34 60 4:1 8:4 14:4 17:8
34 60 4:4 8:1 17:4 14:8
34 61 5:1 6:4 14:5 17:6
34 61 5:4 6:1 17:5 14:6
34 62 7:1 8:4 14:7 17:8
34 62 7:4 8:1 17:7 14:8
34 63 7:1 9:4 14:7 17:9
34 63 7:4 9:1 17:7 14:9
34 64 9:1 10:4 14:9 17:10
34 64 9:4 10:1 17:9 14:10
34 65 10:1 11:4 14:10 17:11
34 65 10:4 11:1 17:10 14:11
34 66 10:1 12:4 14:10 17:12
34 66 10:4 12:1 17:10 14:12
34 67 11:1 12:4 14:11 17:12
34 67 11:4 12:1 17:11 14:12
34 50 0:2 2:5 15:0 18:2
34 50 0:5 2:2 18:0 15:2
34 51 1:2 2:5 15:1 18:2
34 51 1:5 2:2 18:1 15:2
34 52 1:2 3:5 15:1 18:3
34 52 1:5 3:2 18:1 15:3
34 53 1:2 4:5 15:1 18:4
34 53 1:5 4:2 18:1 15:4
34 54 1:2 5:5 15:1 18:5
34 54 1:5 5:2 18:1 15:5
34 55 2:2 5:5 15:2 18:5
34 55 2:5 5:2 18:2 15:5
34 56 2:2 6:5 15:2 18:6
34 56 2:5 6:2 18:2 15:6
34 57 3:2 4:5 15:3 18:4
34 57 3:5 4:2 18:3 15:4
34 58 3:2 7:5 15:3 18:7
34 58 3:5 7:2 18:3 15:7
34 59 3:2 8:5 15:3 18:8
34 59 3:5 8:2 18:3 15:8
34 60 4:2 8:5 15:4 18:8
34 60 4:5 8:2 18:4 15:8
34 61 5:2 6:5 15:5 18:6
34 61 5:5 6:2 18:5 15:6
34 62 7:2 8:5 15:7 18:8
34 62 7:5 8:2 18:7 15:8
34 63 7:2 9:5 15:7 18:9
34 63 7:5 9:2 18:7 15:9
34 64 9:2 10:5 15:9 18:10
34 64 9:5 10:2 18:9 15:10
34 65 10:2 11:5 15:10 18:11
34 65 10:5 11:2 18:10 15:11
34 66 10:2 12:5 15:10 18:12
